image_path,label,label_encoded
dataset\unhealthy\0017_0156.JPG,unhealthy,1
dataset\healthy\0007_0306.JPG,healthy,0
dataset\healthy\0001_0053.JPG,healthy,0
dataset\healthy\0010_0076.JPG,healthy,0
dataset\healthy\0001_0040.JPG,healthy,0
dataset\healthy\0002_0039.JPG,healthy,0
dataset\unhealthy\0020_0192.JPG,unhealthy,1
dataset\unhealthy\0020_0115.JPG,unhealthy,1
dataset\healthy\0003_0041.JPG,healthy,0
dataset\healthy\0005_0122.JPG,healthy,0
dataset\unhealthy\0017_0074.JPG,unhealthy,1
dataset\healthy\0007_0071.JPG,healthy,0
dataset\unhealthy\0012_0188.JPG,unhealthy,1
dataset\unhealthy\0017_0043.JPG,unhealthy,1
dataset\unhealthy\0019_0237.JPG,unhealthy,1
dataset\unhealthy\0021_0010.JPG,unhealthy,1
dataset\healthy\0004_0196.JPG,healthy,0
dataset\unhealthy\0017_0225.JPG,unhealthy,1
dataset\healthy\0005_0179.JPG,healthy,0
dataset\unhealthy\0017_0221.JPG,unhealthy,1
dataset\unhealthy\0012_0180.JPG,unhealthy,1
dataset\unhealthy\0015_0049.JPG,unhealthy,1
dataset\unhealthy\0018_0001.JPG,unhealthy,1
dataset\unhealthy\0014_0087.JPG,unhealthy,1
dataset\unhealthy\0020_0207.JPG,unhealthy,1
dataset\unhealthy\0020_0101.JPG,unhealthy,1
dataset\healthy\0007_0324.JPG,healthy,0
dataset\unhealthy\0017_0092.JPG,unhealthy,1
dataset\healthy\0001_0137.JPG,healthy,0
dataset\unhealthy\0019_0159.JPG,unhealthy,1
dataset\healthy\0010_0123.JPG,healthy,0
dataset\unhealthy\0017_0200.JPG,unhealthy,1
dataset\unhealthy\0018_0087.JPG,unhealthy,1
dataset\unhealthy\0017_0176.JPG,unhealthy,1
dataset\healthy\0007_0209.JPG,healthy,0
dataset\unhealthy\0012_0205.JPG,unhealthy,1
dataset\healthy\0004_0262.JPG,healthy,0
dataset\healthy\0003_0112.JPG,healthy,0
dataset\healthy\0009_0238.JPG,healthy,0
dataset\unhealthy\0012_0192.JPG,unhealthy,1
dataset\healthy\0009_0236.JPG,healthy,0
dataset\healthy\0007_0265.JPG,healthy,0
dataset\healthy\0001_0080.JPG,healthy,0
dataset\unhealthy\0018_0121.JPG,unhealthy,1
dataset\healthy\0005_0238.JPG,healthy,0
dataset\healthy\0003_0073.JPG,healthy,0
dataset\unhealthy\0019_0101.JPG,unhealthy,1
dataset\healthy\0005_0042.JPG,healthy,0
dataset\unhealthy\0014_0198.JPG,unhealthy,1
dataset\unhealthy\0018_0048.JPG,unhealthy,1
dataset\unhealthy\0020_0026.JPG,unhealthy,1
dataset\unhealthy\0017_0140.JPG,unhealthy,1
dataset\healthy\0005_0271.JPG,healthy,0
dataset\healthy\0002_0046.JPG,healthy,0
dataset\healthy\0004_0060.JPG,healthy,0
dataset\healthy\0004_0269.JPG,healthy,0
dataset\unhealthy\0018_0081.JPG,unhealthy,1
dataset\healthy\0004_0250.JPG,healthy,0
dataset\unhealthy\0019_0069.JPG,unhealthy,1
dataset\healthy\0007_0178.JPG,healthy,0
dataset\unhealthy\0015_0033.JPG,unhealthy,1
dataset\unhealthy\0014_0098.JPG,unhealthy,1
dataset\unhealthy\0019_0117.JPG,unhealthy,1
dataset\healthy\0009_0230.JPG,healthy,0
dataset\healthy\0001_0077.JPG,healthy,0
dataset\unhealthy\0015_0140.JPG,unhealthy,1
dataset\healthy\0004_0186.JPG,healthy,0
dataset\unhealthy\0017_0192.JPG,unhealthy,1
dataset\healthy\0004_0188.JPG,healthy,0
dataset\healthy\0001_0111.JPG,healthy,0
dataset\healthy\0007_0130.JPG,healthy,0
dataset\unhealthy\0019_0141.JPG,unhealthy,1
dataset\healthy\0009_0165.JPG,healthy,0
dataset\unhealthy\0012_0166.JPG,unhealthy,1
dataset\unhealthy\0015_0041.JPG,unhealthy,1
dataset\unhealthy\0018_0004.JPG,unhealthy,1
dataset\unhealthy\0017_0311.JPG,unhealthy,1
dataset\healthy\0004_0147.JPG,healthy,0
dataset\unhealthy\0020_0013.JPG,unhealthy,1
dataset\healthy\0009_0207.JPG,healthy,0
dataset\unhealthy\0017_0038.JPG,unhealthy,1
dataset\unhealthy\0019_0246.JPG,unhealthy,1
dataset\unhealthy\0022_0043.JPG,unhealthy,1
dataset\unhealthy\0012_0025.JPG,unhealthy,1
dataset\unhealthy\0014_0137.JPG,unhealthy,1
dataset\unhealthy\0021_0050.JPG,unhealthy,1
dataset\unhealthy\0017_0035.JPG,unhealthy,1
dataset\healthy\0005_0073.JPG,healthy,0
dataset\unhealthy\0012_0071.JPG,unhealthy,1
dataset\healthy\0009_0073.JPG,healthy,0
dataset\unhealthy\0017_0193.JPG,unhealthy,1
dataset\unhealthy\0012_0177.JPG,unhealthy,1
dataset\healthy\0002_0109.JPG,healthy,0
dataset\unhealthy\0019_0273.JPG,unhealthy,1
dataset\healthy\0005_0255.JPG,healthy,0
dataset\unhealthy\0014_0232.JPG,unhealthy,1
dataset\healthy\0005_0160.JPG,healthy,0
dataset\healthy\0006_0108.JPG,healthy,0
dataset\unhealthy\0017_0224.JPG,unhealthy,1
dataset\healthy\0007_0260.JPG,healthy,0
dataset\unhealthy\0014_0036.JPG,unhealthy,1
dataset\unhealthy\0017_0234.JPG,unhealthy,1
dataset\healthy\0009_0079.JPG,healthy,0
dataset\healthy\0010_0052.JPG,healthy,0
dataset\healthy\0004_0097.JPG,healthy,0
dataset\unhealthy\0019_0195.JPG,unhealthy,1
dataset\healthy\0002_0104.JPG,healthy,0
dataset\healthy\0002_0095.JPG,healthy,0
dataset\unhealthy\0020_0211.JPG,unhealthy,1
dataset\healthy\0003_0094.JPG,healthy,0
dataset\unhealthy\0015_0056.JPG,unhealthy,1
dataset\unhealthy\0017_0282.JPG,unhealthy,1
dataset\unhealthy\0022_0085.JPG,unhealthy,1
dataset\unhealthy\0019_0087.JPG,unhealthy,1
dataset\unhealthy\0022_0116.JPG,unhealthy,1
dataset\healthy\0002_0023.JPG,healthy,0
dataset\healthy\0007_0310.JPG,healthy,0
dataset\unhealthy\0020_0150.JPG,unhealthy,1
dataset\unhealthy\0014_0038.JPG,unhealthy,1
dataset\unhealthy\0021_0047.JPG,unhealthy,1
dataset\healthy\0007_0113.JPG,healthy,0
dataset\healthy\0010_0006.JPG,healthy,0
dataset\healthy\0001_0156.JPG,healthy,0
dataset\unhealthy\0019_0005.JPG,unhealthy,1
dataset\healthy\0001_0003.JPG,healthy,0
dataset\unhealthy\0014_0050.JPG,unhealthy,1
dataset\healthy\0009_0048.JPG,healthy,0
dataset\healthy\0007_0137.JPG,healthy,0
dataset\healthy\0009_0280.JPG,healthy,0
dataset\unhealthy\0020_0252.JPG,unhealthy,1
dataset\unhealthy\0015_0052.JPG,unhealthy,1
dataset\unhealthy\0021_0023.JPG,unhealthy,1
dataset\healthy\0007_0062.JPG,healthy,0
dataset\unhealthy\0020_0129.JPG,unhealthy,1
dataset\unhealthy\0017_0079.JPG,unhealthy,1
dataset\healthy\0010_0120.JPG,healthy,0
dataset\healthy\0011_0064.JPG,healthy,0
dataset\healthy\0001_0141.JPG,healthy,0
dataset\healthy\0010_0087.JPG,healthy,0
dataset\healthy\0011_0075.JPG,healthy,0
dataset\unhealthy\0021_0005.JPG,unhealthy,1
dataset\healthy\0005_0053.JPG,healthy,0
dataset\healthy\0001_0015.JPG,healthy,0
dataset\unhealthy\0019_0085.JPG,unhealthy,1
dataset\healthy\0003_0093.JPG,healthy,0
dataset\unhealthy\0020_0029.JPG,unhealthy,1
dataset\healthy\0004_0103.JPG,healthy,0
dataset\healthy\0007_0136.JPG,healthy,0
dataset\unhealthy\0014_0086.JPG,unhealthy,1
dataset\healthy\0004_0184.JPG,healthy,0
dataset\unhealthy\0020_0216.JPG,unhealthy,1
dataset\unhealthy\0014_0060.JPG,unhealthy,1
dataset\unhealthy\0017_0204.JPG,unhealthy,1
dataset\healthy\0010_0070.JPG,healthy,0
dataset\unhealthy\0012_0161.JPG,unhealthy,1
dataset\healthy\0007_0072.JPG,healthy,0
dataset\unhealthy\0012_0140.JPG,unhealthy,1
dataset\unhealthy\0019_0137.JPG,unhealthy,1
dataset\healthy\0002_0155.JPG,healthy,0
dataset\unhealthy\0012_0117.JPG,unhealthy,1
dataset\unhealthy\0020_0125.JPG,unhealthy,1
dataset\healthy\0003_0164.JPG,healthy,0
dataset\unhealthy\0017_0099.JPG,unhealthy,1
dataset\healthy\0001_0056.JPG,healthy,0
dataset\unhealthy\0021_0049.JPG,unhealthy,1
dataset\unhealthy\0020_0178.JPG,unhealthy,1
dataset\unhealthy\0017_0049.JPG,unhealthy,1
dataset\unhealthy\0022_0047.JPG,unhealthy,1
dataset\unhealthy\0012_0234.JPG,unhealthy,1
dataset\healthy\0001_0050.JPG,healthy,0
dataset\healthy\0007_0294.JPG,healthy,0
dataset\unhealthy\0012_0247.JPG,unhealthy,1
dataset\unhealthy\0019_0208.JPG,unhealthy,1
dataset\healthy\0004_0230.JPG,healthy,0
dataset\unhealthy\0014_0240.JPG,unhealthy,1
dataset\healthy\0001_0005.JPG,healthy,0
dataset\unhealthy\0022_0018.JPG,unhealthy,1
dataset\healthy\0005_0173.JPG,healthy,0
dataset\healthy\0003_0136.JPG,healthy,0
dataset\unhealthy\0015_0098.JPG,unhealthy,1
dataset\unhealthy\0017_0145.JPG,unhealthy,1
dataset\healthy\0011_0005.JPG,healthy,0
dataset\healthy\0009_0047.JPG,healthy,0
dataset\unhealthy\0012_0105.JPG,unhealthy,1
dataset\unhealthy\0019_0166.JPG,unhealthy,1
dataset\healthy\0004_0200.JPG,healthy,0
dataset\unhealthy\0017_0157.JPG,unhealthy,1
dataset\unhealthy\0019_0151.JPG,unhealthy,1
dataset\unhealthy\0017_0250.JPG,unhealthy,1
dataset\healthy\0007_0278.JPG,healthy,0
dataset\healthy\0007_0074.JPG,healthy,0
dataset\unhealthy\0012_0145.JPG,unhealthy,1
dataset\unhealthy\0021_0037.JPG,unhealthy,1
dataset\unhealthy\0017_0127.JPG,unhealthy,1
dataset\unhealthy\0014_0231.JPG,unhealthy,1
dataset\unhealthy\0022_0120.JPG,unhealthy,1
dataset\healthy\0005_0139.JPG,healthy,0
dataset\unhealthy\0012_0224.JPG,unhealthy,1
dataset\unhealthy\0021_0073.JPG,unhealthy,1
dataset\healthy\0007_0115.JPG,healthy,0
dataset\healthy\0005_0061.JPG,healthy,0
dataset\unhealthy\0017_0310.JPG,unhealthy,1
dataset\unhealthy\0012_0063.JPG,unhealthy,1
dataset\healthy\0006_0064.JPG,healthy,0
dataset\unhealthy\0019_0119.JPG,unhealthy,1
dataset\healthy\0007_0174.JPG,healthy,0
dataset\unhealthy\0019_0169.JPG,unhealthy,1
dataset\unhealthy\0017_0075.JPG,unhealthy,1
dataset\healthy\0002_0008.JPG,healthy,0
dataset\healthy\0004_0194.JPG,healthy,0
dataset\healthy\0006_0122.JPG,healthy,0
dataset\unhealthy\0019_0125.JPG,unhealthy,1
dataset\healthy\0001_0031.JPG,healthy,0
dataset\healthy\0005_0031.JPG,healthy,0
dataset\unhealthy\0020_0200.JPG,unhealthy,1
dataset\healthy\0009_0102.JPG,healthy,0
dataset\unhealthy\0019_0179.JPG,unhealthy,1
dataset\healthy\0007_0210.JPG,healthy,0
dataset\unhealthy\0012_0072.JPG,unhealthy,1
dataset\healthy\0001_0028.JPG,healthy,0
dataset\unhealthy\0022_0010.JPG,unhealthy,1
dataset\unhealthy\0015_0064.JPG,unhealthy,1
dataset\unhealthy\0017_0279.JPG,unhealthy,1
dataset\healthy\0002_0208.JPG,healthy,0
dataset\healthy\0010_0116.JPG,healthy,0
dataset\unhealthy\0020_0062.JPG,unhealthy,1
dataset\unhealthy\0019_0165.JPG,unhealthy,1
dataset\unhealthy\0019_0252.JPG,unhealthy,1
dataset\unhealthy\0015_0128.JPG,unhealthy,1
dataset\unhealthy\0019_0086.JPG,unhealthy,1
dataset\healthy\0009_0138.JPG,healthy,0
dataset\healthy\0006_0104.JPG,healthy,0
dataset\healthy\0007_0213.JPG,healthy,0
dataset\healthy\0007_0256.JPG,healthy,0
dataset\healthy\0010_0094.JPG,healthy,0
dataset\healthy\0005_0172.JPG,healthy,0
dataset\unhealthy\0017_0178.JPG,unhealthy,1
dataset\healthy\0009_0045.JPG,healthy,0
dataset\healthy\0001_0006.JPG,healthy,0
dataset\healthy\0009_0235.JPG,healthy,0
dataset\unhealthy\0020_0248.JPG,unhealthy,1
dataset\healthy\0004_0136.JPG,healthy,0
dataset\unhealthy\0019_0077.JPG,unhealthy,1
dataset\unhealthy\0020_0092.JPG,unhealthy,1
dataset\healthy\0009_0177.JPG,healthy,0
dataset\healthy\0009_0277.JPG,healthy,0
dataset\unhealthy\0022_0024.JPG,unhealthy,1
dataset\healthy\0004_0167.JPG,healthy,0
dataset\healthy\0005_0091.JPG,healthy,0
dataset\unhealthy\0020_0227.JPG,unhealthy,1
dataset\unhealthy\0021_0071.JPG,unhealthy,1
dataset\unhealthy\0012_0112.JPG,unhealthy,1
dataset\unhealthy\0020_0210.JPG,unhealthy,1
dataset\unhealthy\0017_0058.JPG,unhealthy,1
dataset\unhealthy\0019_0058.JPG,unhealthy,1
dataset\unhealthy\0012_0142.JPG,unhealthy,1
dataset\healthy\0005_0194.JPG,healthy,0
dataset\unhealthy\0019_0099.JPG,unhealthy,1
dataset\unhealthy\0015_0126.JPG,unhealthy,1
dataset\healthy\0007_0230.JPG,healthy,0
dataset\healthy\0006_0058.JPG,healthy,0
dataset\unhealthy\0019_0211.JPG,unhealthy,1
dataset\healthy\0011_0027.JPG,healthy,0
dataset\unhealthy\0014_0190.JPG,unhealthy,1
dataset\unhealthy\0014_0183.JPG,unhealthy,1
dataset\healthy\0004_0221.JPG,healthy,0
dataset\healthy\0009_0171.JPG,healthy,0
dataset\unhealthy\0017_0207.JPG,unhealthy,1
dataset\unhealthy\0019_0094.JPG,unhealthy,1
dataset\healthy\0007_0001.JPG,healthy,0
dataset\healthy\0011_0054.JPG,healthy,0
dataset\unhealthy\0018_0022.JPG,unhealthy,1
dataset\healthy\0001_0008.JPG,healthy,0
dataset\healthy\0009_0273.JPG,healthy,0
dataset\unhealthy\0020_0231.JPG,unhealthy,1
dataset\healthy\0004_0205.JPG,healthy,0
dataset\healthy\0009_0276.JPG,healthy,0
dataset\healthy\0003_0065.JPG,healthy,0
dataset\unhealthy\0019_0113.JPG,unhealthy,1
dataset\healthy\0006_0106.JPG,healthy,0
dataset\healthy\0009_0095.JPG,healthy,0
dataset\unhealthy\0014_0073.JPG,unhealthy,1
dataset\healthy\0010_0013.JPG,healthy,0
dataset\unhealthy\0021_0042.JPG,unhealthy,1
dataset\unhealthy\0014_0239.JPG,unhealthy,1
dataset\healthy\0002_0055.JPG,healthy,0
dataset\unhealthy\0020_0239.JPG,unhealthy,1
dataset\healthy\0002_0133.JPG,healthy,0
dataset\healthy\0003_0059.JPG,healthy,0
dataset\unhealthy\0014_0200.JPG,unhealthy,1
dataset\healthy\0010_0007.JPG,healthy,0
dataset\healthy\0005_0078.JPG,healthy,0
dataset\healthy\0003_0024.JPG,healthy,0
dataset\healthy\0006_0016.JPG,healthy,0
dataset\unhealthy\0014_0120.JPG,unhealthy,1
dataset\healthy\0005_0098.JPG,healthy,0
dataset\healthy\0007_0329.JPG,healthy,0
dataset\healthy\0005_0228.JPG,healthy,0
dataset\unhealthy\0012_0052.JPG,unhealthy,1
dataset\healthy\0007_0030.JPG,healthy,0
dataset\healthy\0002_0214.JPG,healthy,0
dataset\unhealthy\0014_0211.JPG,unhealthy,1
dataset\healthy\0005_0213.JPG,healthy,0
dataset\unhealthy\0014_0177.JPG,unhealthy,1
dataset\healthy\0001_0086.JPG,healthy,0
dataset\healthy\0004_0176.JPG,healthy,0
dataset\unhealthy\0017_0056.JPG,unhealthy,1
dataset\healthy\0004_0127.JPG,healthy,0
dataset\healthy\0005_0158.JPG,healthy,0
dataset\healthy\0011_0071.JPG,healthy,0
dataset\healthy\0005_0188.JPG,healthy,0
dataset\unhealthy\0017_0209.JPG,unhealthy,1
dataset\healthy\0010_0071.JPG,healthy,0
dataset\healthy\0002_0123.JPG,healthy,0
dataset\healthy\0004_0008.JPG,healthy,0
dataset\unhealthy\0018_0054.JPG,unhealthy,1
dataset\unhealthy\0022_0038.JPG,unhealthy,1
dataset\healthy\0003_0092.JPG,healthy,0
dataset\unhealthy\0015_0078.JPG,unhealthy,1
dataset\unhealthy\0019_0225.JPG,unhealthy,1
dataset\healthy\0003_0096.JPG,healthy,0
dataset\unhealthy\0022_0054.JPG,unhealthy,1
dataset\unhealthy\0017_0062.JPG,unhealthy,1
dataset\unhealthy\0014_0052.JPG,unhealthy,1
dataset\healthy\0003_0076.JPG,healthy,0
dataset\unhealthy\0014_0014.JPG,unhealthy,1
dataset\healthy\0010_0143.JPG,healthy,0
dataset\healthy\0009_0229.JPG,healthy,0
dataset\healthy\0009_0216.JPG,healthy,0
dataset\unhealthy\0012_0187.JPG,unhealthy,1
dataset\healthy\0011_0085.JPG,healthy,0
dataset\unhealthy\0019_0095.JPG,unhealthy,1
dataset\healthy\0002_0194.JPG,healthy,0
dataset\healthy\0006_0063.JPG,healthy,0
dataset\healthy\0004_0124.JPG,healthy,0
dataset\unhealthy\0018_0021.JPG,unhealthy,1
dataset\healthy\0006_0031.JPG,healthy,0
dataset\unhealthy\0012_0110.JPG,unhealthy,1
dataset\unhealthy\0012_0261.JPG,unhealthy,1
dataset\unhealthy\0020_0075.JPG,unhealthy,1
dataset\healthy\0010_0031.JPG,healthy,0
dataset\healthy\0007_0311.JPG,healthy,0
dataset\unhealthy\0017_0318.JPG,unhealthy,1
dataset\unhealthy\0019_0257.JPG,unhealthy,1
dataset\unhealthy\0020_0253.JPG,unhealthy,1
dataset\unhealthy\0015_0134.JPG,unhealthy,1
dataset\unhealthy\0014_0061.JPG,unhealthy,1
dataset\healthy\0006_0027.JPG,healthy,0
dataset\unhealthy\0019_0267.JPG,unhealthy,1
dataset\healthy\0001_0012.JPG,healthy,0
dataset\healthy\0003_0106.JPG,healthy,0
dataset\unhealthy\0012_0057.JPG,unhealthy,1
dataset\unhealthy\0019_0265.JPG,unhealthy,1
dataset\unhealthy\0017_0113.JPG,unhealthy,1
dataset\healthy\0001_0030.JPG,healthy,0
dataset\unhealthy\0012_0077.JPG,unhealthy,1
dataset\unhealthy\0020_0254.JPG,unhealthy,1
dataset\unhealthy\0012_0169.JPG,unhealthy,1
dataset\healthy\0004_0170.JPG,healthy,0
dataset\healthy\0011_0049.JPG,healthy,0
dataset\healthy\0002_0007.JPG,healthy,0
dataset\unhealthy\0012_0088.JPG,unhealthy,1
dataset\unhealthy\0022_0106.JPG,unhealthy,1
dataset\healthy\0007_0075.JPG,healthy,0
dataset\healthy\0005_0201.JPG,healthy,0
dataset\healthy\0001_0101.JPG,healthy,0
dataset\healthy\0007_0008.JPG,healthy,0
dataset\healthy\0010_0005.JPG,healthy,0
dataset\healthy\0009_0051.JPG,healthy,0
dataset\healthy\0002_0187.JPG,healthy,0
dataset\unhealthy\0018_0116.JPG,unhealthy,1
dataset\healthy\0001_0129.JPG,healthy,0
dataset\healthy\0004_0129.JPG,healthy,0
dataset\healthy\0009_0132.JPG,healthy,0
dataset\healthy\0010_0092.JPG,healthy,0
dataset\healthy\0007_0289.JPG,healthy,0
dataset\unhealthy\0017_0147.JPG,unhealthy,1
dataset\healthy\0002_0010.JPG,healthy,0
dataset\healthy\0009_0060.JPG,healthy,0
dataset\unhealthy\0014_0004.JPG,unhealthy,1
dataset\healthy\0007_0016.JPG,healthy,0
dataset\unhealthy\0012_0059.JPG,unhealthy,1
dataset\healthy\0004_0093.JPG,healthy,0
dataset\unhealthy\0015_0107.JPG,unhealthy,1
dataset\unhealthy\0015_0037.JPG,unhealthy,1
dataset\healthy\0005_0089.JPG,healthy,0
dataset\healthy\0004_0240.JPG,healthy,0
dataset\healthy\0002_0041.JPG,healthy,0
dataset\unhealthy\0017_0335.JPG,unhealthy,1
dataset\unhealthy\0014_0029.JPG,unhealthy,1
dataset\unhealthy\0014_0048.JPG,unhealthy,1
dataset\healthy\0011_0030.JPG,healthy,0
dataset\unhealthy\0020_0191.JPG,unhealthy,1
dataset\unhealthy\0017_0324.JPG,unhealthy,1
dataset\healthy\0011_0028.JPG,healthy,0
dataset\healthy\0004_0193.JPG,healthy,0
dataset\unhealthy\0020_0133.JPG,unhealthy,1
dataset\healthy\0010_0083.JPG,healthy,0
dataset\healthy\0007_0164.JPG,healthy,0
dataset\unhealthy\0012_0122.JPG,unhealthy,1
dataset\unhealthy\0018_0066.JPG,unhealthy,1
dataset\healthy\0007_0327.JPG,healthy,0
dataset\healthy\0010_0134.JPG,healthy,0
dataset\healthy\0003_0078.JPG,healthy,0
dataset\healthy\0011_0080.JPG,healthy,0
dataset\healthy\0002_0163.JPG,healthy,0
dataset\healthy\0001_0133.JPG,healthy,0
dataset\unhealthy\0012_0139.JPG,unhealthy,1
dataset\healthy\0001_0083.JPG,healthy,0
dataset\healthy\0003_0152.JPG,healthy,0
dataset\healthy\0001_0095.JPG,healthy,0
dataset\unhealthy\0012_0086.JPG,unhealthy,1
dataset\unhealthy\0012_0039.JPG,unhealthy,1
dataset\healthy\0010_0038.JPG,healthy,0
dataset\healthy\0004_0004.JPG,healthy,0
dataset\healthy\0002_0127.JPG,healthy,0
dataset\unhealthy\0018_0017.JPG,unhealthy,1
dataset\healthy\0011_0055.JPG,healthy,0
dataset\healthy\0006_0078.JPG,healthy,0
dataset\unhealthy\0020_0137.JPG,unhealthy,1
dataset\unhealthy\0015_0053.JPG,unhealthy,1
dataset\healthy\0007_0052.JPG,healthy,0
dataset\unhealthy\0014_0210.JPG,unhealthy,1
dataset\unhealthy\0015_0047.JPG,unhealthy,1
dataset\unhealthy\0020_0247.JPG,unhealthy,1
dataset\healthy\0004_0210.JPG,healthy,0
dataset\healthy\0004_0272.JPG,healthy,0
dataset\healthy\0009_0141.JPG,healthy,0
dataset\healthy\0001_0089.JPG,healthy,0
dataset\unhealthy\0017_0343.JPG,unhealthy,1
dataset\healthy\0011_0092.JPG,healthy,0
dataset\healthy\0003_0121.JPG,healthy,0
dataset\unhealthy\0020_0020.JPG,unhealthy,1
dataset\unhealthy\0018_0031.JPG,unhealthy,1
dataset\unhealthy\0012_0027.JPG,unhealthy,1
dataset\healthy\0002_0152.JPG,healthy,0
dataset\healthy\0005_0125.JPG,healthy,0
dataset\healthy\0004_0085.JPG,healthy,0
dataset\unhealthy\0015_0034.JPG,unhealthy,1
dataset\unhealthy\0018_0018.JPG,unhealthy,1
dataset\unhealthy\0019_0053.JPG,unhealthy,1
dataset\unhealthy\0014_0227.JPG,unhealthy,1
dataset\healthy\0002_0140.JPG,healthy,0
dataset\healthy\0010_0084.JPG,healthy,0
dataset\healthy\0006_0041.JPG,healthy,0
dataset\healthy\0006_0103.JPG,healthy,0
dataset\healthy\0005_0189.JPG,healthy,0
dataset\healthy\0011_0099.JPG,healthy,0
dataset\unhealthy\0019_0010.JPG,unhealthy,1
dataset\healthy\0004_0049.JPG,healthy,0
dataset\healthy\0002_0026.JPG,healthy,0
dataset\healthy\0009_0197.JPG,healthy,0
dataset\unhealthy\0018_0047.JPG,unhealthy,1
dataset\unhealthy\0020_0147.JPG,unhealthy,1
dataset\healthy\0005_0052.JPG,healthy,0
dataset\unhealthy\0020_0249.JPG,unhealthy,1
dataset\unhealthy\0022_0027.JPG,unhealthy,1
dataset\unhealthy\0018_0090.JPG,unhealthy,1
dataset\unhealthy\0018_0111.JPG,unhealthy,1
dataset\healthy\0001_0168.JPG,healthy,0
dataset\healthy\0004_0102.JPG,healthy,0
dataset\unhealthy\0014_0237.JPG,unhealthy,1
dataset\unhealthy\0015_0137.JPG,unhealthy,1
dataset\healthy\0009_0109.JPG,healthy,0
dataset\unhealthy\0018_0058.JPG,unhealthy,1
dataset\unhealthy\0017_0272.JPG,unhealthy,1
dataset\unhealthy\0017_0341.JPG,unhealthy,1
dataset\healthy\0005_0233.JPG,healthy,0
dataset\unhealthy\0022_0059.JPG,unhealthy,1
dataset\unhealthy\0017_0104.JPG,unhealthy,1
dataset\unhealthy\0019_0078.JPG,unhealthy,1
dataset\healthy\0007_0057.JPG,healthy,0
dataset\unhealthy\0020_0052.JPG,unhealthy,1
dataset\healthy\0010_0112.JPG,healthy,0
dataset\healthy\0005_0080.JPG,healthy,0
dataset\unhealthy\0021_0059.JPG,unhealthy,1
dataset\healthy\0007_0047.JPG,healthy,0
dataset\healthy\0005_0248.JPG,healthy,0
dataset\unhealthy\0021_0051.JPG,unhealthy,1
dataset\healthy\0005_0222.JPG,healthy,0
dataset\healthy\0005_0216.JPG,healthy,0
dataset\unhealthy\0020_0033.JPG,unhealthy,1
dataset\healthy\0001_0048.JPG,healthy,0
dataset\healthy\0001_0116.JPG,healthy,0
dataset\unhealthy\0018_0029.JPG,unhealthy,1
dataset\unhealthy\0017_0259.JPG,unhealthy,1
dataset\healthy\0002_0024.JPG,healthy,0
dataset\healthy\0006_0131.JPG,healthy,0
dataset\unhealthy\0017_0240.JPG,unhealthy,1
dataset\healthy\0003_0020.JPG,healthy,0
dataset\healthy\0004_0204.JPG,healthy,0
dataset\unhealthy\0020_0194.JPG,unhealthy,1
dataset\unhealthy\0019_0260.JPG,unhealthy,1
dataset\healthy\0003_0005.JPG,healthy,0
dataset\unhealthy\0019_0274.JPG,unhealthy,1
dataset\healthy\0005_0003.JPG,healthy,0
dataset\healthy\0002_0088.JPG,healthy,0
dataset\unhealthy\0019_0091.JPG,unhealthy,1
dataset\healthy\0010_0086.JPG,healthy,0
dataset\unhealthy\0017_0301.JPG,unhealthy,1
dataset\healthy\0010_0041.JPG,healthy,0
dataset\unhealthy\0022_0072.JPG,unhealthy,1
dataset\unhealthy\0017_0216.JPG,unhealthy,1
dataset\healthy\0002_0135.JPG,healthy,0
dataset\healthy\0005_0065.JPG,healthy,0
dataset\healthy\0010_0042.JPG,healthy,0
dataset\unhealthy\0020_0109.JPG,unhealthy,1
dataset\healthy\0009_0204.JPG,healthy,0
dataset\healthy\0010_0124.JPG,healthy,0
dataset\unhealthy\0021_0027.JPG,unhealthy,1
dataset\unhealthy\0015_0057.JPG,unhealthy,1
dataset\healthy\0007_0038.JPG,healthy,0
dataset\healthy\0009_0199.JPG,healthy,0
dataset\healthy\0006_0081.JPG,healthy,0
dataset\unhealthy\0019_0272.JPG,unhealthy,1
dataset\healthy\0003_0088.JPG,healthy,0
dataset\healthy\0004_0063.JPG,healthy,0
dataset\healthy\0007_0285.JPG,healthy,0
dataset\healthy\0004_0066.JPG,healthy,0
dataset\unhealthy\0014_0025.JPG,unhealthy,1
dataset\unhealthy\0017_0281.JPG,unhealthy,1
dataset\healthy\0007_0077.JPG,healthy,0
dataset\healthy\0005_0197.JPG,healthy,0
dataset\unhealthy\0017_0010.JPG,unhealthy,1
dataset\healthy\0002_0025.JPG,healthy,0
dataset\unhealthy\0018_0096.JPG,unhealthy,1
dataset\unhealthy\0017_0137.JPG,unhealthy,1
dataset\unhealthy\0017_0232.JPG,unhealthy,1
dataset\healthy\0007_0244.JPG,healthy,0
dataset\healthy\0007_0258.JPG,healthy,0
dataset\healthy\0009_0115.JPG,healthy,0
dataset\healthy\0005_0092.JPG,healthy,0
dataset\healthy\0002_0022.JPG,healthy,0
dataset\healthy\0004_0010.JPG,healthy,0
dataset\unhealthy\0014_0165.JPG,unhealthy,1
dataset\unhealthy\0018_0082.JPG,unhealthy,1
dataset\healthy\0005_0181.JPG,healthy,0
dataset\healthy\0004_0132.JPG,healthy,0
dataset\unhealthy\0020_0114.JPG,unhealthy,1
